data;mês;dia_mes;dia_semana;setor;turno;carro;tempo_coleta;horas_coleta;tempo_trajeto;horas_trajeto;tempo_aterro;horas_aterro;km_coleta;km_trajeto;producao;producao_ton;viagens;ton/h;ton/km
29/12/2021;dez;29;qua;1;NOTURNO;32100;02:31:00;2,52;00:34:00;0,57;00:12:00;0,2;14;11;4.720;4,72;1;1,875;0,337
29/12/2021;dez;29;qua;2;NOTURNO;32050;04:53:00;4,88;00:30:00;0,5;00:12:00;0,2;20;15;8.130;8,13;1;1,665;0,407
29/12/2021;dez;29;qua;2;NOTURNO;33049;04:45:00;4,75;00:28:00;0,47;00:09:00;0,15;22;18;8.790;8,79;1;1,851;0,4
29/12/2021;dez;29;qua;6;NOTURNO;31912;03:33:00;3,55;00:58:00;0,97;00:13:00;0,22;7;22;2.550;2,55;1;0,718;0,364
29/12/2021;dez;29;qua;6;NOTURNO;33048;06:43:00;6,72;01:09:00;1,15;00:13:00;0,22;21;20;10.790;10,79;1;1,606;0,514
29/12/2021;dez;29;qua;6;NOTURNO;32048;02:17:00;2,28;00:49:00;0,82;00:09:00;0,15;12;20;4.740;4,74;1;2,076;0,395
29/12/2021;dez;29;qua;11;NOTURNO;32101;05:25:00;5,42;00:34:00;0,57;00:12:00;0,2;19;12;8.470;8,47;1;1,564;0,446
29/12/2021;dez;29;qua;11;NOTURNO;32048;02:45:00;2,75;00:52:00;0,87;00:15:00;0,25;14;11;7.750;7,75;1;2,818;0,554
29/12/2021;dez;29;qua;11;NOTURNO;32050;02:01:00;2,02;00:37:00;0,62;00:12:00;0,2;10;13;5.000;5;1;2,479;0,5
29/12/2021;dez;29;qua;21;NOTURNO;32049;05:15:00;5,25;00:34:00;0,57;00:10:00;0,17;25;13;6.220;6,22;1;1,185;0,249
29/12/2021;dez;29;qua;21;NOTURNO;32051;03:14:00;3,23;00:31:00;0,52;00:13:00;0,22;21;16;5.040;5,04;1;1,559;0,24
30/12/2021;dez;30;qui;9;DIURNO;33048;04:00:00;4;00:50:00;0,83;00:10:00;0,17;21;22;9.480;9,48;1;2,37;0,451
30/12/2021;dez;30;qui;9;DIURNO;32051;01:45:00;1,75;00:40:00;0,67;00:10:00;0,17;9;23;4.370;4,37;1;2,497;0,486
30/12/2021;dez;30;qui;13;DIURNO;32100;04:12:00;4,2;01:07:00;1,12;00:10:00;0,17;27;39;7.690;7,69;1;1,831;0,285
30/12/2021;dez;30;qui;13;DIURNO;32049;02:02:00;2,03;00:57:00;0,95;00:16:00;0,27;15;35;3.850;3,85;1;1,893;0,257
30/12/2021;dez;30;qui;14;DIURNO;32050;02:50:00;2,83;00:55:00;0,92;00:10:00;0,17;21;40;7.470;7,47;1;2,636;0,356
30/12/2021;dez;30;qui;14;DIURNO;32048;01:15:00;1,25;01:10:00;1,17;00:10:00;0,17;15;40;1.730;1,73;1;1,384;0,115
30/12/2021;dez;30;qui;16;DIURNO;32101;03:20:00;3,33;00:47:00;0,78;00:12:00;0,2;14;26;6.140;6,14;1;1,842;0,439
30/12/2021;dez;30;qui;16;DIURNO;32051;02:59:00;2,98;01:20:00;1,33;00:13:00;0,22;15;28;7.190;7,19;1;2,41;0,479
30/12/2021;dez;30;qui;18;DIURNO;32049;03:11:00;3,18;00:54:00;0,9;00:12:00;0,2;39;28;4.040;4,04;1;1,269;0,104
30/12/2021;dez;30;qui;18;DIURNO;31912;02:37:00;2,62;01:27:00;1,45;00:09:00;0,15;26;62;5.440;5,44;1;2,079;0,209
30/12/2021;dez;30;qui;20;DIURNO;33049;05:12:00;5,2;01:01:00;1,02;00:12:00;0,2;39;27;10.500;10,5;1;2,019;0,269
30/12/2021;dez;30;qui;3;NOTURNO;32100;03:54:00;3,9;00:35:00;0,58;00:13:00;0,22;24;13;8.760;8,76;1;2,246;0,365
30/12/2021;dez;30;qui;3;NOTURNO;32101;01:51:00;1,85;00:42:00;0,7;00:00:00;0;17;13;3.530;3,53;1;1,908;0,208
30/12/2021;dez;30;qui;4;NOTURNO;32049;05:03:00;5,05;00:33:00;0,55;00:14:00;0,23;40;17;8.230;8,23;1;1,63;0,206
30/12/2021;dez;30;qui;4;NOTURNO;32100;01:40:00;1,67;00:26:00;0,43;00:10:00;0,17;13;15;1.730;1,73;1;1,038;0,133
30/12/2021;dez;30;qui;5;NOTURNO;33048;04:25:00;4,42;00:36:00;0,6;00:10:00;0,17;31;21;9.570;9,57;1;2,167;0,309
30/12/2021;dez;30;qui;7;NOTURNO;32101;02:10:00;2,17;00:40:00;0,67;00:14:00;0,23;19;20;6.140;6,14;1;2,834;0,323
30/12/2021;dez;30;qui;7;NOTURNO;32051;02:29:00;2,48;00:38:00;0,63;00:25:00;0,42;16;24;5.120;5,12;1;2,062;0,32
30/12/2021;dez;30;qui;21;NOTURNO;33049;05:31:00;5,52;00:35:00;0,58;00:13:00;0,22;47;14;8.500;8,5;1;1,541;0,181
01/01/2022;jan;1;sáb;9;DIURNO;33048;03:35:00;3,58;00:40:00;0,67;00:15:00;0,25;15;21;8.750;8,75;1;2,442;0,583
01/01/2022;jan;1;sáb;9;DIURNO;32049;04:30:00;4,5;00:57:00;0,95;00:28:00;0,47;18;43;11.020;11,02;2;2,449;0,612
01/01/2022;jan;1;sáb;13;DIURNO;32100;06:02:00;6,03;01:54:00;1,9;00:22:00;0,37;42;58;15.300;15,3;2;2,536;0,364
01/01/2022;jan;1;sáb;14;DIURNO;32051;05:24:00;5,4;01:46:00;1,77;00:35:00;0,58;36;65;14.070;14,07;2;2,606;0,391
01/01/2022;jan;1;sáb;16;DIURNO;32101;03:10:00;3,17;01:11:00;1,18;00:14:00;0,23;14;32;7.150;7,15;1;2,258;0,511
01/01/2022;jan;1;sáb;16;DIURNO;31912;05:19:00;5,32;01:19:00;1,32;00:20:00;0,33;20;27;12.200;12,2;1;2,295;0,61
01/01/2022;jan;1;sáb;18;DIURNO;32049;02:35:00;2,58;01:04:00;1,07;00:10:00;0,17;29;42;5.560;5,56;1;2,152;0,192
01/01/2022;jan;1;sáb;18;DIURNO;32050;03:19:00;3,32;01:30:00;1,5;00:12:00;0,2;28;61;7.540;7,54;1;2,273;0,269
01/01/2022;jan;1;sáb;20;DIURNO;33049;04:35:00;4,58;01:05:00;1,08;00:15:00;0,25;22;36;9.920;9,92;1;2,164;0,451
01/01/2022;jan;1;sáb;20;DIURNO;33048;02:30:00;2,5;01:00:00;1;00:15:00;0,25;20;37;4.830;4,83;1;1,932;0,242
01/01/2022;jan;1;sáb;3;NOTURNO;32100;06:15:00;6,25;00:49:00;0,82;00:32:00;0,53;46;22;15.310;15,31;2;2,45;0,333
01/01/2022;jan;1;sáb;4;NOTURNO;32049;05:15:00;5,25;00:39:00;0,65;00:12:00;0,2;30;17;8.210;8,21;1;1,564;0,274
01/01/2022;jan;1;sáb;4;NOTURNO;33048;02:48:00;2,8;00:53:00;0,88;00:09:00;0,15;16;18;5.930;5,93;1;2,118;0,371
01/01/2022;jan;1;sáb;5;NOTURNO;33048;04:07:00;4,12;00:49:00;0,82;00:12:00;0,2;19;23;9.890;9,89;1;2,402;0,521
01/01/2022;jan;1;sáb;5;NOTURNO;32101;02:10:00;2,17;00:38:00;0,63;00:09:00;0,15;12;23;5.790;5,79;1;2,672;0,483
01/01/2022;jan;1;sáb;7;NOTURNO;32101;02:55:00;2,92;00:43:00;0,72;00:13:00;0,22;18;20;7.830;7,83;1;2,685;0,435
01/01/2022;jan;1;sáb;7;NOTURNO;33049;02:55:00;2,92;00:45:00;0,75;00:10:00;0,17;18;23;7.510;7,51;1;2,575;0,417
01/01/2022;jan;1;sáb;21;NOTURNO;33049;02:08:00;2,13;00:44:00;0,73;00:13:00;0,22;14;15;5.980;5,98;1;2,803;0,427
01/01/2022;jan;1;sáb;21;NOTURNO;32051;05:25:00;5,42;00:32:00;0,53;00:17:00;0,28;34;16;9.480;9,48;1;1,75;0,279
02/01/2022;jan;2;dom;8;DIURNO;32101;02:41:00;2,68;00:39:00;0,65;00:10:00;0,17;11;23;9.370;9,37;1;3,492;0,852
02/01/2022;jan;2;dom;8;DIURNO;32051;02:50:00;2,83;00:35:00;0,58;00:15:00;0,25;10;24;8.440;8,44;1;2,979;0,844
02/01/2022;jan;2;dom;8;DIURNO;32101;02:56:00;2,93;00:44:00;0,73;00:10:00;0,17;8;22;9.400;9,4;1;3,205;1,175
02/01/2022;jan;2;dom;8;DIURNO;32051;01:06:00;1,1;00:37:00;0,62;00:11:00;0,18;3;21;3.880;3,88;1;3,527;1,293
02/01/2022;jan;2;dom;10;DIURNO;33048;08:45:00;8,75;02:00:00;2;00:40:00;0,67;38;46;30.810;30,81;4;3,521;0,811
02/01/2022;jan;2;dom;12;DIURNO;32100;02:19:00;2,32;00:44:00;0,73;00:10:00;0,17;8;26;9.320;9,32;1;4,023;1,165
02/01/2022;jan;2;dom;12;DIURNO;32050;02:20:00;2,33;00:57:00;0,95;00:11:00;0,18;7;27;9.360;9,36;1;4,011;1,337
02/01/2022;jan;2;dom;12;DIURNO;32049;02:12:00;2,2;01:49:00;1,82;00:12:00;0,2;9;37;7.710;7,71;1;3,505;0,857
02/01/2022;jan;2;dom;12;DIURNO;32100;03:10:00;3,17;01:01:00;1,02;00:21:00;0,35;13;31;9.750;9,75;1;3,079;0,75
02/01/2022;jan;2;dom;15;DIURNO;31912;08:00:00;8;03:15:00;3,25;00:35:00;0,58;34;34;38.350;38,35;4;4,794;1,128
02/01/2022;jan;2;dom;17;DIURNO;33049;09:53:00;9,88;02:12:00;2,2;00:25:00;0,42;46;25;40.520;40,52;4;4,1;0,881
02/01/2022;jan;2;dom;19;DIURNO;32049;03:39:00;3,65;00:41:00;0,68;00:13:00;0,22;22;23;10.290;10,29;1;2,819;0,468
02/01/2022;jan;2;dom;19;DIURNO;32100;02:06:00;2,1;00:40:00;0,67;00:10:00;0,17;10;20;8.230;8,23;1;3,919;0,823
02/01/2022;jan;2;dom;19;DIURNO;32050;02:44:00;2,73;00:37:00;0,62;00:14:00;0,23;13;18;9.050;9,05;1;3,311;0,696
02/01/2022;jan;2;dom;1;NOTURNO;32050;02:22:00;2,37;00:33:00;0,55;00:14:00;0,23;8;16;7.700;7,7;1;3,254;0,963
02/01/2022;jan;2;dom;1;NOTURNO;32100;02:48:00;2,8;00:36:00;0,6;00:11:00;0,18;12;21;8.240;8,24;1;2,943;0,687
02/01/2022;jan;2;dom;1;NOTURNO;32101;02:13:00;2,22;00:37:00;0,62;00:10:00;0,17;16;17;7.770;7,77;1;3,505;0,486
02/01/2022;jan;2;dom;2;NOTURNO;32049;03:22:00;3,37;00:35:00;0,58;00:08:00;0,13;15;15;7.140;7,14;1;2,121;0,476
02/01/2022;jan;2;dom;2;NOTURNO;32050;03:51:00;3,85;00:32:00;0,53;00:10:00;0,17;17;21;7.600;7,6;1;1,974;0,447
02/01/2022;jan;2;dom;2;NOTURNO;32049;02:30:00;2,5;00:42:00;0,7;00:10:00;0,17;14;15;5.720;5,72;1;2,288;0,409
02/01/2022;jan;2;dom;6;NOTURNO;32101;03:49:00;3,82;00:45:00;0,75;00:14:00;0,23;19;20;11.110;11,11;1;2,911;0,585
02/01/2022;jan;2;dom;6;NOTURNO;33049;03:52:00;3,87;00:54:00;0,9;00:12:00;0,2;21;21;11.560;11,56;1;2,99;0,55
02/01/2022;jan;2;dom;11;NOTURNO;32051;02:50:00;2,83;00:25:00;0,42;00:15:00;0,25;12;12;9.030;9,03;1;3,187;0,753
02/01/2022;jan;2;dom;11;NOTURNO;32049;02:45:00;2,75;00:19:00;0,32;00:17:00;0,28;11;12;9.280;9,28;1;3,375;0,844
02/01/2022;jan;2;dom;11;NOTURNO;32051;03:05:00;3,08;00:40:00;0,67;00:25:00;0,42;15;12;8.460;8,46;1;2,744;0,564
02/01/2022;jan;2;dom;21;NOTURNO;33048;04:11:00;4,18;00:33:00;0,55;00:09:00;0,15;29;15;6.590;6,59;1;1,575;0,227
04/01/2022;jan;4;ter;21;NOTURNO;32100;02:14:00;2,23;00:37:00;0,62;00:12:00;0,2;17;16;3.890;3,89;1;1,742;0,229
04/01/2022;jan;4;ter;9;DIURNO;33048;08:15:00;8,25;01:41:00;1,68;00:44:00;0,73;29;66;27.820;27,82;3;3,372;0,959
04/01/2022;jan;4;ter;13;DIURNO;32100;07:22:00;7,37;01:48:00;1,8;00:42:00;0,7;40;60;21.510;21,51;2;2,92;0,538
04/01/2022;jan;4;ter;14;DIURNO;32050;03:00:00;3;00:50:00;0,83;00:25:00;0,42;11;28;9.560;9,56;1;3,187;0,869
04/01/2022;jan;4;ter;14;DIURNO;31912;05:10:00;5,17;00:45:00;0,75;00:15:00;0,25;16;46;8.920;8,92;1;1,726;0,558
04/01/2022;jan;4;ter;14;DIURNO;32050;00:20:00;0,33;00:49:00;0,82;00:15:00;0,25;3;49;1.210;1,21;1;3,63;0,403
04/01/2022;jan;4;ter;16;DIURNO;32101;09:01:00;9,02;02:51:00;2,85;00:44:00;0,73;30;92;26.020;26,02;3;2,886;0,867
04/01/2022;jan;4;ter;18;DIURNO;32049;07:50:00;7,83;03:19:00;3,32;00:40:00;0,67;52;146;17.630;17,63;3;2,251;0,339
04/01/2022;jan;4;ter;20;DIURNO;33049;09:04:00;9,07;02:17:00;2,28;00:32:00;0,53;42;56;21.940;21,94;2;2,42;0,522
04/01/2022;jan;4;ter;22;0;31912;02:54:00;2,9;00:58:00;;00:15:00;;15;25;4.190;4,19;1;1,445;0,279
04/01/2022;jan;4;ter;3;NOTURNO;32100;07:22:00;7,37;01:11:00;1,18;00:34:00;0,57;44;39;22.750;22,75;3;3,088;0,517
04/01/2022;jan;4;ter;4;NOTURNO;32050;09:11:00;9,18;01:16:00;1,27;00:19:00;0,32;32;40;18.130;18,13;2;1,974;0,567
04/01/2022;jan;4;ter;5;NOTURNO;33048;03:37:00;3,62;00:52:00;0,87;00:22:00;0,37;14;24;10.570;10,57;1;2,923;0,755
04/01/2022;jan;4;ter;5;NOTURNO;32101;03:44:00;3,73;01:03:00;1,05;00:11:00;0,18;17;25;10.510;10,51;1;2,815;0,618
04/01/2022;jan;4;ter;7;NOTURNO;33049;04:15:00;4,25;00:37:00;0,62;00:20:00;0,33;19;23;12.940;12,94;1;3,045;0,681
04/01/2022;jan;4;ter;7;NOTURNO;33048;02:40:00;2,67;00:53:00;0,88;00:15:00;0,25;14;23;9.100;9,1;1;3,412;0,65
04/01/2022;jan;4;ter;21;NOTURNO;32051;06:43:00;6,72;00:56:00;0,93;00:27:00;0,45;42;30;15.520;15,52;2;2,311;0,37
04/01/2022;jan;4;ter;21;NOTURNO;33049;00:44:00;0,73;00:36:00;0,6;00:13:00;0,22;4;17;2.710;2,71;1;3,695;0,678
05/01/2022;jan;5;qua;8;DIURNO;32101;09:30:00;9,5;01:30:00;1,5;00:38:00;0,63;35;64;23.880;23,88;3;2,514;0,682
05/01/2022;jan;5;qua;10;DIURNO;33048;08:40:00;8,67;01:21:00;1,35;00:49:00;0,82;38;41;24.040;24,04;3;2,774;0,633
05/01/2022;jan;5;qua;12;DIURNO;32100;08:20:00;8,33;02:52:00;2,87;00:50:00;0,83;37;76;26.990;26,99;3;3,239;0,729
05/01/2022;jan;5;qua;15;DIURNO;32051;06:45:00;6,75;03:41:00;3,68;00:44:00;0,73;30;50;22.860;22,86;3;3,387;0,762
05/01/2022;jan;5;qua;17;DIURNO;33049;10:12:00;10,2;00:47:00;0,78;00:44:00;0,73;58;20;29.350;29,35;3;2,877;0,506
05/01/2022;jan;5;qua;19;DIURNO;32049;07:35:00;7,58;01:20:00;1,33;00:47:00;0,78;52;57;20.160;20,16;3;2,658;0,388
05/01/2022;jan;5;qua;22;0;32051;00:41:00;0,68;00:34:00;;00:28:00;; -   ;11;1.700;1,7;1;2,488;#DIV/0!
05/01/2022;jan;5;qua;1;NOTURNO;32051;02:21:00;2,35;00:38:00;0,63;00:15:00;0,25;8;19;6.620;6,62;1;2,817;0,828
05/01/2022;jan;5;qua;1;NOTURNO;32100;05:14:00;5,23;00:59:00;0,98;00:22:00;0,37;26;37;12.250;12,25;2;2,341;0,471
05/01/2022;jan;5;qua;2;NOTURNO;32049;04:26:00;4,43;00:33:00;0,55;00:14:00;0,23;21;17;7.960;7,96;1;1,795;0,379
05/01/2022;jan;5;qua;2;NOTURNO;32051;03:50:00;3,83;00:50:00;0,83;00:10:00;0,17;21;21;8.290;8,29;1;2,163;0,395
05/01/2022;jan;5;qua;6;NOTURNO;33048;04:25:00;4,42;00:53:00;0,88;00:16:00;0,27;22;21;10.690;10,69;1;2,42;0,486
05/01/2022;jan;5;qua;6;NOTURNO;32049;03:08:00;3,13;00:49:00;0,82;00:11:00;0,18;17;22;7.670;7,67;1;2,448;0,451
05/01/2022;jan;5;qua;11;NOTURNO;32101;07:15:00;7,25;01:00:00;1;00:25:00;0,42;38;24;20.420;20,42;2;2,817;0,537
05/01/2022;jan;5;qua;21;NOTURNO;32050;06:43:00;6,72;00:54:00;0,9;00:25:00;0,42;45;31;10.160;10,16;2;1,513;0,226
06/01/2022;jan;6;qui;9;DIURNO;33048;06:32:00;6,53;01:20:00;1,33;01:08:00;1,13;33;41;16.010;16,01;2;2,451;0,485
06/01/2022;jan;6;qui;13;DIURNO;32100;04:47:00;4,78;01:07:00;1,12;00:19:00;0,32;39;36;10.550;10,55;1;2,206;0,271
06/01/2022;jan;6;qui;14;DIURNO;32050;04:35:00;4,58;01:40:00;1,67;00:25:00;0,42;38;64;11.250;11,25;2;2,455;0,296
06/01/2022;jan;6;qui;16;DIURNO;32101;07:02:00;7,03;01:31:00;1,52;00:28:00;0,47;36;58;14.730;14,73;2;2,094;0,409
06/01/2022;jan;6;qui;18;DIURNO;32049;05:09:00;5,15;01:15:00;1,25;00:14:00;0,23;45;45;9.470;9,47;1;1,839;0,21
06/01/2022;jan;6;qui;20;DIURNO;32051;02:45:00;2,75;01:20:00;1,33;00:10:00;0,17;16;39;6.730;6,73;1;2,447;0,421
06/01/2022;jan;6;qui;20;DIURNO;33049;03:35:00;3,58;01:01:00;1,02;00:14:00;0,23;25;39;7.010;7,01;1;1,956;0,28
06/01/2022;jan;6;qui;3;NOTURNO;32100;06:56:00;6,93;00:53:00;0,88;00:18:00;0,3;42;26;15.990;15,99;2;2,306;0,381
06/01/2022;jan;6;qui;4;NOTURNO;32049;07:48:00;7,8;01:18:00;1,3;00:20:00;0,33;50;31;12.170;12,17;2;1,56;0,243
06/01/2022;jan;6;qui;5;NOTURNO;33048;05:34:00;5,57;00:41:00;0,68;00:17:00;0,28;31;22;11.070;11,07;1;1,989;0,357
06/01/2022;jan;6;qui;7;NOTURNO;32101;05:17:00;5,28;00:40:00;0,67;00:12:00;0,2;36;22;11.630;11,63;1;2,201;0,323
06/01/2022;jan;6;qui;21;NOTURNO;33049;07:25:00;7,42;00:23:00;0,38;00:14:00;0,23;48;14;10.560;10,56;1;1,424;0,22
07/01/2022;jan;7;sex;8;DIURNO;32051;07:20:00;7,33;01:13:00;1,22;00:24:00;0,4;31;44;14.820;14,82;2;2,021;0,478
07/01/2022;jan;7;sex;10;DIURNO;33048;06:40:00;6,67;00:45:00;0,75;00:30:00;0,5;37;28;14.640;14,64;2;2,196;0,396
07/01/2022;jan;7;sex;12;DIURNO;32100;03:04:00;3,07;00:56:00;0,93;00:10:00;0,17;7;26;0;0;1;0; -   
07/01/2022;jan;7;sex;12;DIURNO;32101;04:33:00;4,55;01:12:00;1,2;00:31:00;0,52;28;29;11.430;11,43;1;2,512;0,408
07/01/2022;jan;7;sex;15;DIURNO;32050;05:15:00;5,25;00:49:00;0,82;00:41:00;0,68;38;20;14.770;14,77;2;2,813;0,389
07/01/2022;jan;7;sex;17;DIURNO;33049;07:43:00;7,72;00:38:00;0,63;00:34:00;0,57;54;14;18.150;18,15;2;2,352;0,336
07/01/2022;jan;7;sex;19;DIURNO;32049;05:48:00;5,8;01:06:00;1,1;00:29:00;0,48;48;38;12.220;12,22;2;2,107;0,255
07/01/2022;jan;7;sex;1;NOTURNO;32050;06:21:00;6,35;00:54:00;0,9;00:25:00;0,42;34;31;13.600;13,6;2;2,142;0,4
07/01/2022;jan;7;sex;2;NOTURNO;32049;06:43:00;6,72;00:41:00;0,68;00:41:00;0,68;42;34;10.250;10,25;2;1,526;0,244
07/01/2022;jan;7;sex;6;NOTURNO;33049;06:06:00;6,1;01:30:00;1,5;00:15:00;0,25;41;19;11.080;11,08;1;1,816;0,27
07/01/2022;jan;7;sex;11;NOTURNO;32101;05:30:00;5,5;00:32:00;0,53;00:26:00;0,43;38;22;12.040;12,04;2;2,189;0,317
07/01/2022;jan;7;sex;21;NOTURNO;33049;07:28:00;7,47;00:31:00;0,52;00:11:00;0,18;47;14;10.200;10,2;1;1,366;0,217
08/01/2022;jan;8;sáb;9;DIURNO;33048;07:17:00;7,28;01:13:00;1,22;00:40:00;0,67;31;43;16.720;16,72;2;2,296;0,539
08/01/2022;jan;8;sáb;13;DIURNO;32051;06:10:00;6,17;01:55:00;1,92;00:45:00;0,75;39;58;14.860;14,86;2;2,41;0,381
08/01/2022;jan;8;sáb;14;DIURNO;32050;04:45:00;4,75;01:45:00;1,75;00:25:00;0,42;36;65;11.800;11,8;2;2,484;0,328
08/01/2022;jan;8;sáb;16;DIURNO;32101;07:16:00;7,27;01:52:00;1,87;00:22:00;0,37;34;53;17.130;17,13;2;2,357;0,504
08/01/2022;jan;8;sáb;18;DIURNO;32049;05:45:00;5,75;02:16:00;2,27;00:29:00;0,48;59;107;11.670;11,67;2;2,03;0,198
08/01/2022;jan;8;sáb;20;DIURNO;33049;06:29:00;6,48;01:34:00;1,57;00:34:00;0,57;42;53;15.080;15,08;2;2,326;0,359
08/01/2022;jan;8;sáb;3;NOTURNO;32050;07:36:00;7,6;01:00:00;1;00:23:00;0,38;44;24;17.410;17,41;2;2,291;0,396
08/01/2022;jan;8;sáb;4;NOTURNO;32049;08:19:00;8,32;01:01:00;1,02;00:38:00;0,63;50;32;11.840;11,84;2;1,424;0,237
08/01/2022;jan;8;sáb;5;NOTURNO;33048;05:50:00;5,83;01:11:00;1,18;00:24:00;0,4;32;43;13.080;13,08;2;2,242;0,409
08/01/2022;jan;8;sáb;7;NOTURNO;32101;06:25:00;6,42;01:35:00;1,58;00:30:00;0,5;37;42;15.180;15,18;2;2,366;0,41
08/01/2022;jan;8;sáb;21;NOTURNO;33049;07:30:00;7,5;00:35:00;0,58;00:17:00;0,28;48;13;11.210;11,21;1;1,495;0,234
09/01/2022;jan;9;dom;8;DIURNO;32101;07:42:00;7,7;00:57:00;0,95;00:27:00;0,45;32;43;15.640;15,64;2;2,031;0,489
09/01/2022;jan;9;dom;10;DIURNO;33048;07:25:00;7,42;00:41:00;0,68;00:50:00;0,83;38;27;15.460;15,46;2;2,084;0,407
09/01/2022;jan;9;dom;12;DIURNO;32100;08:50:00;8,83;02:29:00;2,48;00:57:00;0,95;34;87;18.890;18,89;3;2,138;0,556
09/01/2022;jan;9;dom;15;DIURNO;32050;05:40:00;5,67;00:40:00;0,67;00:25:00;0,42;41;17;16.670;16,67;2;2,942;0,407
09/01/2022;jan;9;dom;17;DIURNO;33049;07:43:00;7,72;00:42:00;0,7;00:23:00;0,38;55;18;19.980;19,98;2;2,589;0,363
09/01/2022;jan;9;dom;19;DIURNO;32049;06:20:00;6,33;01:07:00;1,12;00:29:00;0,48;47;42;14.380;14,38;2;2,271;0,306
09/01/2022;jan;9;dom;1;NOTURNO;32050;06:58:00;6,97;01:04:00;1,07;00:23:00;0,38;34;31;14.450;14,45;2;2,074;0,425
09/01/2022;jan;9;dom;2;NOTURNO;32049;08:09:00;8,15;00:58:00;0,97;00:23:00;0,38;30;44;11.120;11,12;2;1,364;0,371
09/01/2022;jan;9;dom;6;NOTURNO;33048;05:22:00;5,37;00:46:00;0,77;00:12:00;0,2;34;20;9.740;9,74;1;1,815;0,286
09/01/2022;jan;9;dom;6;NOTURNO;32100;00:57:00;0,95;00:36:00;0,6;00:12:00;0,2;6;21;1.980;1,98;1;2,084;0,33
09/01/2022;jan;9;dom;11;NOTURNO;32101;05:40:00;5,67;01:15:00;1,25;00:30:00;0,5;16;44;13.880;13,88;2;2,449;0,868
09/01/2022;jan;9;dom;21;NOTURNO;33049;06:33:00;6,55;00:31:00;0,52;00:25:00;0,42;47;14;8.980;8,98;1;1,371;0,191
11/01/2022;jan;11;ter;9;DIURNO;32051;02:58:00;2,97;00:37:00;0,62;00:15:00;0,25;10;20;7.700;7,7;1;2,596;0,77
11/01/2022;jan;11;ter;9;DIURNO;33048;05:05:00;5,08;01:21:00;1,35;00:43:00;0,72;23;41;16.470;16,47;2;3,24;0,716
11/01/2022;jan;11;ter;13;DIURNO;32100;06:45:00;6,75;02:22:00;2,37;00:25:00;0,42;40;60;18.160;18,16;2;2,69;0,454
11/01/2022;jan;11;ter;14;DIURNO;32050;06:55:00;6,92;02:20:00;2,33;00:30:00;0,5;44;59;16.830;16,83;2;2,433;0,383
11/01/2022;jan;11;ter;16;DIURNO;32101;08:29:00;8,48;02:33:00;2,55;00:48:00;0,8;36;88;23.720;23,72;3;2,796;0,659
11/01/2022;jan;11;ter;18;DIURNO;32049;06:06:00;6,1;02:21:00;2,35;00:29:00;0,48;57;106;14.760;14,76;2;2,42;0,259
11/01/2022;jan;11;ter;20;DIURNO;33049;06:05:00;6,08;01:40:00;1,67;00:40:00;0,67;41;52;18.480;18,48;2;3,038;0,451
11/01/2022;jan;11;ter;3;NOTURNO;32100;07:15:00;7,25;01:17:00;1,28;00:29:00;0,48;44;39;21.920;21,92;3;3,023;0,498
11/01/2022;jan;11;ter;4;NOTURNO;32049;08:19:00;8,32;01:25:00;1,42;00:21:00;0,35;47;32;15.960;15,96;2;1,919;0,34
11/01/2022;jan;11;ter;5;NOTURNO;33048;06:32:00;6,53;01:21:00;1,35;00:23:00;0,38;31;44;17.760;17,76;2;2,718;0,573
11/01/2022;jan;11;ter;7;NOTURNO;32051;03:30:00;3,5;00:30:00;0,5;00:29:00;0,48;13;22;8.590;8,59;1;2,454;0,661
11/01/2022;jan;11;ter;7;NOTURNO;32101;03:40:00;3,67;01:06:00;1,1;00:15:00;0,25;22;23;10.110;10,11;1;2,757;0,46
11/01/2021;jan;11;seg;21;NOTURNO;33049;05:46:00;5,77;00:31:00;0,52;00:21:00;0,35;31;16;11.650;11,65;1;2,02;0,376
12/01/2022;jan;12;qua;8;DIURNO;32101;09:09:00;9,15;01:34:00;1,57;00:42:00;0,7;35;63;23.760;23,76;3;2,597;0,679
12/01/2022;jan;12;qua;10;DIURNO;33048;06:45:00;6,75;01:42:00;1,7;00:33:00;0,55;37;40;22.850;22,85;3;3,385;0,618
12/01/2022;jan;12;qua;12;DIURNO;32100;03:16:00;3,27;00:58:00;0,97;00:15:00;0,25;9;28;8.850;8,85;1;2,709;0,983
12/01/2022;jan;12;qua;12;DIURNO;32051;02:48:00;2,8;01:14:00;1,23;00:11:00;0,18;11;30;8.750;8,75;1;3,125;0,795
12/01/2022;jan;12;qua;12;DIURNO;32100;04:06:00;4,1;01:07:00;1,12;00:15:00;0,25;17;27;8.340;8,34;1;2,034;0,491
12/01/2022;jan;12;qua;15;DIURNO;32050;06:25:00;6,42;01:17:00;1,28;00:43:00;0,72;36;32;24.030;24,03;3;3,745;0,668
12/01/2022;jan;12;qua;17;DIURNO;33049;10:45:00;10,75;01:02:00;1,03;00:45:00;0,75;54;21;30.800;30,8;3;2,865;0,57
12/01/2022;jan;12;qua;19;DIURNO;32049;04:45:00;4,75;00:41:00;0,68;00:25:00;0,42;29;15;8.760;8,76;1;1,844;0,302
12/01/2022;jan;12;qua;19;DIURNO;32048;03:53:00;3,88;01:01:00;1,02;00:26:00;0,43;27;35;11.560;11,56;2;2,977;0,428
