data;mês;dia_mes;dia_semana;setor;turno;carro;tempo_coleta;horas_coleta;tempo_trajeto;horas_trajeto;tempo_aterro;horas_aterro;km_coleta;km_trajeto;producao;producao_ton;viagens;ton/h;ton/km
15/05/2021;mai;15;sáb;13;DIURNO;32049;05:14:00;5,23;02:06:00;2,1;00:22:00;0,37;41;56;12.910;12,91;2;2,467;0,315
15/05/2021;mai;15;sáb;14;DIURNO;31933;04:45:00;4,75;00:55:00;0,92;00:15:00;0,25;33;38;9.720;9,72;1;2,046;0,295
15/05/2021;mai;15;sáb;16;DIURNO;31912;05:26:00;5,43;01:05:00;1,08;00:20:00;0,33;32;21;12.170;12,17;1;2,24;0,38
15/05/2021;mai;15;sáb;18;DIURNO;32048;06:18:00;6,3;01:13:00;1,22;00:10:00;0,17;60;50;9.530;9,53;1;1,513;0,159
15/05/2021;mai;15;sáb;3;NOTURNO;31933;06:28:00;6,47;01:03:00;1,05;00:17:00;0,28;44;25;15.300;15,3;2;2,366;0,348
15/05/2021;mai;15;sáb;4;NOTURNO;32049;06:14:00;6,23;01:08:00;1,13;00:19:00;0,32;49;32;18.060;18,06;2;2,897;0,369
15/05/2021;mai;15;sáb;5;NOTURNO;33048;05:24:00;5,4;00:40:00;0,67;00:29:00;0,48;32;22;11.740;11,74;1;2,174;0,367
15/05/2021;mai;15;sáb;7;NOTURNO;31912;05:10:00;5,17;01:24:00;1,4;00:21:00;0,35;35;39;12.300;12,3;2;2,381;0,351
15/05/2021;mai;15;sáb;21;NOTURNO;32050;06:26:00;6,43;01:04:00;1,07;00:09:00;0,15;45;27;10.910;10,91;2;1,696;0,242
16/05/2021;mai;16;dom;8;DIURNO;31912;07:41:00;7,68;01:46:00;1,77;00:13:00;0,22;32;18;14.630;14,63;2;1,904;0,457
16/05/2021;mai;16;dom;10;DIURNO;33048;07:35:00;7,58;00:37:00;0,62;00:18:00;0,3;34;15;13.090;13,09;1;1,726;0,385
16/05/2021;mai;16;dom;12;DIURNO;32049;07:20:00;7,33;01:43:00;1,72;00:32:00;0,53;37;49;14.690;14,69;2;2,003;0,397
16/05/2021;mai;16;dom;15;DIURNO;31933;05:10:00;5,17;00:47:00;0,78;00:18:00;0,3;36;18;13.790;13,79;2;2,669;0,383
16/05/2021;mai;16;dom;17;DIURNO;32050;08:50:00;8,83;01:06:00;1,1;00:29:00;0,48;51;20;18.220;18,22;3;2,063;0,357
16/05/2021;mai;16;dom;19;DIURNO;32048;06:56:00;6,93;02:25:00;2,42;00:29:00;0,48;57;60;15.620;15,62;3;2,253;0,274
16/05/2021;mai;16;dom;1;NOTURNO;31933;06:01:00;6,02;01:02:00;1,03;00:18:00;0,3;35;29;12.990;12,99;2;2,159;0,371
16/05/2021;mai;16;dom;2;NOTURNO;32049;06:02:00;6,03;00:15:00;0,25;00:12:00;0,2;42;16;9.470;9,47;1;1,57;0,225
16/05/2021;mai;16;dom;6;NOTURNO;33048;05:50:00;5,83;00:42:00;0,7;00:10:00;0,17;38;21;11.210;11,21;1;1,922;0,295
16/05/2021;mai;16;dom;11;NOTURNO;31912;04:00:00;4;00:21:00;0,35;00:13:00;0,22;28;12;8.570;8,57;1;2,143;0,306
16/05/2021;mai;16;dom;11;NOTURNO;32048;01:10:00;1,17;00:30:00;0,5;00:10:00;0,17;8;13;2.800;2,8;1;2,4;0,35
16/05/2021;mai;16;dom;21;NOTURNO;32051;05:45:00;5,75;00:24:00;0,4;00:11:00;0,18;45;13;8.740;8,74;1;1,52;0,194
18/05/2021;mai;18;ter;9;DIURNO;33048;08:35:00;8,58;01:55:00;1,92;00:20:00;0,33;31;40;20.910;20,91;2;2,436;0,675
18/05/2021;mai;18;ter;13;DIURNO;32049;05:53:00;5,88;01:37:00;1,62;00:30:00;0,5;40;56;16.030;16,03;2;2,725;0,401
18/05/2021;mai;18;ter;14;DIURNO;31933;06:40:00;6,67;02:20:00;2,33;00:25:00;0,42;36;65;15.050;15,05;2;2,258;0,418
18/05/2021;mai;18;ter;16;DIURNO;31912;07:59:00;7,98;01:52:00;1,87;00:25:00;0,42;31;52;19.840;19,84;2;2,485;0,64
18/05/2021;mai;18;ter;18;DIURNO;32048;08:20:00;8,33;02:25:00;2,42;00:21:00;0,35;59;102;13.600;13,6;2;1,632;0,231
18/05/2021;mai;18;ter;20;DIURNO;32051;03:05:00;3,08;00:55:00;0,92;00:15:00;0,25;19;22;8.230;8,23;1;2,669;0,433
18/05/2021;mai;18;ter;20;DIURNO;33049;03:00:00;3;00:56:00;0,93;00:09:00;0,15;24;26;6.920;6,92;1;2,307;0,288
18/05/2021;mai;18;ter;3;NOTURNO;31933;06:19:00;6,32;00:54:00;0,9;00:20:00;0,33;41;24;17.940;17,94;2;2,84;0,438
18/05/2021;mai;18;ter;4;NOTURNO;32051;06:49:00;6,82;01:18:00;1,3;00:19:00;0,32;46;33;15.370;15,37;2;2,255;0,334
18/05/2021;mai;18;ter;5;NOTURNO;32050;06:17:00;6,28;01:23:00;1,38;00:29:00;0,48;31;42;15.160;15,16;2;2,413;0,489
18/05/2021;mai;18;ter;7;NOTURNO;32049;05:55:00;5,92;01:36:00;1,6;00:25:00;0,42;34;42;17.190;17,19;2;2,905;0,506
18/05/2021;mai;18;ter;21;NOTURNO;33049;06:54:00;6,9;01:01:00;1,02;00:24:00;0,4;46;27;17.720;17,72;2;2,568;0,385
19/05/2021;mai;19;qua;8;DIURNO;31912;09:10:00;9,17;01:21:00;1,35;00:29:00;0,48;39;42;18.600;18,6;2;2,029;0,477
19/05/2021;mai;19;qua;10;DIURNO;33048;07:45:00;7,75;01:45:00;1,75;00:20:00;0,33;37;28;21.680;21,68;2;2,797;0,586
19/05/2021;mai;19;qua;12;DIURNO;32049;08:03:00;8,05;01:20:00;1,33;00:25:00;0,42;47;38;20.150;20,15;2;2,503;0,429
19/05/2021;mai;19;qua;15;DIURNO;31933;07:32:00;7,53;02:02:00;2,03;00:41:00;0,68;42;28;23.000;23;3;3,053;0,548
19/05/2021;mai;19;qua;17;DIURNO;33049;09:30:00;9,5;01:00:00;1;01:00:00;1;57;18;25.450;25,45;3;2,679;0,446
19/05/2021;mai;19;qua;19;DIURNO;32051;09:15:00;9,25;01:56:00;1,93;00:29:00;0,48;48;61;21.800;21,8;3;2,357;0,454
19/05/2021;mai;19;qua;1;NOTURNO;31933;06:11:00;6,18;00:59:00;0,98;00:17:00;0,28;35;30;17.600;17,6;2;2,846;0,503
19/05/2021;mai;19;qua;2;NOTURNO;32049;06:30:00;6,5;00:44:00;0,73;00:21:00;0,35;42;33;15.480;15,48;2;2,382;0,369
19/05/2021;mai;19;qua;6;NOTURNO;33048;04:18:00;4,3;00:35:00;0,58;00:16:00;0,27;30;15;9.700;9,7;1;2,256;0,323
19/05/2021;mai;19;qua;6;NOTURNO;32051;03:15:00;3,25;00:37:00;0,62;00:13:00;0,22;8;26;6.850;6,85;1;2,108;0,856
19/05/2021;mai;19;qua;11;NOTURNO;32050;06:25:00;6,42;01:15:00;1,25;00:20:00;0,33;37;24;17.170;17,17;2;2,676;0,464
19/05/2021;mai;19;qua;21;NOTURNO;32048;06:12:00;6,2;00:50:00;0,83;00:19:00;0,32;45;28;10.210;10,21;2;1,647;0,227
20/05/2021;mai;20;qui;9;DIURNO;33048;05:25:00;5,42;00:40:00;0,67;00:10:00;0,17;33;17;11.580;11,58;1;2,138;0,351
20/05/2021;mai;20;qui;13;DIURNO;32050;05:41:00;5,68;01:06:00;1,1;00:21:00;0,35;40;34;9.970;9,97;1;1,754;0,249
20/05/2021;mai;20;qui;14;DIURNO;31933;04:30:00;4,5;00:55:00;0,92;00:10:00;0,17;33;37;8.230;8,23;1;1,829;0,249
20/05/2021;mai;20;qui;16;DIURNO;31912;05:30:00;5,5;00:48:00;0,8;00:42:00;0,7;31;24;10.600;10,6;1;1,927;0,342
20/05/2021;mai;20;qui;18;DIURNO;32051;05:35:00;5,58;00:58:00;0,97;00:12:00;0,2;62;45;7.880;7,88;1;1,411;0,127
20/05/2021;mai;20;qui;20;DIURNO;33049;06:25:00;6,42;02:00:00;2;00:20:00;0,33;41;52;12.300;12,3;2;1,917;0,3
20/05/2021;mai;20;qui;3;NOTURNO;31933;06:08:00;6,13;00:51:00;0,85;00:18:00;0,3;43;24;13.650;13,65;2;2,226;0,317
20/05/2021;mai;20;qui;4;NOTURNO;32049;05:51:00;5,85;00:39:00;0,65;00:01:00;0,02;47;15;9.760;9,76;1;1,668;0,208
20/05/2021;mai;20;qui;5;NOTURNO;33048;05:13:00;5,22;00:51:00;0,85;00:12:00;0,2;33;22;9.940;9,94;1;1,905;0,301
20/05/2021;mai;20;qui;7;NOTURNO;31912;05:10:00;5,17;00:55:00;0,92;00:15:00;0,25;35;22;10.930;10,93;1;2,115;0,312
20/05/2021;mai;20;qui;21;NOTURNO;33049;06:18:00;6,3;00:29:00;0,48;00:14:00;0,23;46;14;10.500;10,5;1;1,667;0,228
21/05/2021;mai;21;sex;8;DIURNO;31912;05:42:00;5,7;00:56:00;0,93;00:17:00;0,28;32;22;11.080;11,08;1;1,944;0,346
21/05/2021;mai;21;sex;10;DIURNO;33048;05:15:00;5,25;00:39:00;0,65;00:10:00;0,17;37;16;11.380;11,38;1;2,168;0,308
21/05/2021;mai;21;sex;12;DIURNO;32049;06:12:00;6,2;01:50:00;1,83;00:45:00;0,75;38;49;13.970;13,97;2;2,253;0,368
21/05/2021;mai;21;sex;15;DIURNO;31933;04:50:00;4,83;01:05:00;1,08;00:15:00;0,25;36;20;12.550;12,55;2;2,597;0,349
21/05/2021;mai;21;sex;17;DIURNO;33049;07:10:00;7,17;00:35:00;0,58;00:25:00;0,42;54;13;18.480;18,48;2;2,579;0,342
21/05/2021;mai;21;sex;19;DIURNO;32048;04:58:00;4,97;00:34:00;0,57;00:10:00;0,17;43;17;8.250;8,25;1;1,661;0,192
21/05/2021;mai;21;sex;1;NOTURNO;31933;01:55:00;1,92;00:32:00;0,53;00:11:00;0,18;7;18;3.630;3,63;1;1,894;0,519
21/05/2021;mai;21;sex;1;NOTURNO;32051;04:20:00;4,33;00:50:00;0,83;00:20:00;0,33;27;30;9.410;9,41;2;2,172;0,349
21/05/2021;mai;21;sex;2;NOTURNO;32049;05:58:00;5,97;00:39:00;0,65;00:22:00;0,37;49;22;18.020;18,02;2;3,02;0,368
21/05/2021;mai;21;sex;6;NOTURNO;33048;06:05:00;6,08;00:55:00;0,92;00:09:00;0,15;41;18;13.130;13,13;1;2,158;0,32
21/05/2021;mai;21;sex;11;NOTURNO;31912;05:55:00;5,92;00:45:00;0,75;00:20:00;0,33;37;21;11.470;11,47;2;1,939;0,31
21/05/2021;mai;21;sex;21;NOTURNO;33049;06:17:00;6,28;00:38:00;0,63;00:13:00;0,22;46;14;10.570;10,57;1;1,682;0,23
22/05/2021;mai;22;sáb;9;DIURNO;33048;05:40:00;5,67;00:55:00;0,92;00:10:00;0,17;33;17;13.160;13,16;1;2,322;0,399
22/05/2021;mai;22;sáb;13;DIURNO;32049;05:30:00;5,5;02:03:00;2,05;00:27:00;0,45;40;56;12.190;12,19;2;2,216;0,305
22/05/2021;mai;22;sáb;14;DIURNO;32051;05:55:00;5,92;02:15:00;2,25;00:15:00;0,25;37;64;10.540;10,54;2;1,781;0,285
22/05/2021;mai;22;sáb;16;DIURNO;32050;06:01:00;6,02;01:38:00;1,63;00:29:00;0,48;31;56;13.840;13,84;2;2,3;0,446
22/05/2021;mai;22;sáb;18;DIURNO;32048;05:18:00;5,3;01:17:00;1,28;00:14:00;0,23;59;49;9.440;9,44;1;1,781;0,16
22/05/2021;mai;22;sáb;20;DIURNO;33049;05:15:00;5,25;01:50:00;1,83;00:25:00;0,42;41;52;12.560;12,56;2;2,392;0,306
22/05/2021;mai;22;sáb;3;NOTURNO;31933;06:08:00;6,13;00:51:00;0,85;00:16:00;0,27;43;23;14.770;14,77;2;2,408;0,343
22/05/2021;mai;22;sáb;4;NOTURNO;32049;05:46:00;5,77;01:11:00;1,18;00:16:00;0,27;45;32;10.840;10,84;2;1,88;0,241
22/05/2021;mai;22;sáb;5;NOTURNO;3348;05:38:00;5,63;00:47:00;0,78;00:09:00;0,15;34;21;11.740;11,74;1;2,084;0,345
22/05/2021;mai;22;sáb;7;NOTURNO;31912;05:10:00;5,17;01:48:00;25,8;00:21:00;0,35;33;44;13.540;13,54;2;2,621;0,41
22/05/2021;mai;22;sáb;21;NOTURNO;32050;06:14:00;6,23;00:47:00;24,78;00:22:00;0,37;45;27;11.500;11,5;2;1,845;0,256
23/05/2021;mai;23;dom;8;DIURNO;31912;06:10:00;6,17;01:33:00;1,55;00:20:00;0,33;31;43;9.405;9,41;2;1,525;0,303
23/05/2021;mai;23;dom;10;DIURNO;33048;05:55:00;5,92;01:00:00;1;00:20:00;0,33;36;28;12.890;12,89;2;2,179;0,358
23/05/2021;mai;23;dom;12;DIURNO;32049;06:22:00;6,37;01:40:00;1,67;00:21:00;0,35;34;53;15.000;15;2;2,356;0,441
23/05/2021;mai;23;dom;15;DIURNO;31933;06:20:00;6,33;00:55:00;0,92;00:15:00;0,25;39;17;15.380;15,38;2;2,428;0,394
23/05/2021;mai;23;dom;17;DIURNO;32051;02:55:00;2,92;00:36:00;0,6;00:05:00;0,08;15;5;7.560;7,56;1;2,592;0,504
23/05/2021;mai;23;dom;17;DIURNO;32050;03:25:00;3,42;00:20:00;0,33;00:10:00;0,17;29;7;8.490;8,49;1;2,485;0,293
23/05/2021;mai;23;dom;19;DIURNO;32048;05:49:00;5,82;01:02:00;1,03;00:19:00;0,32;46;41;12.760;12,76;2;2,194;0,277
23/05/2021;mai;23;dom;1;NOTURNO;31933;06:19:00;6,32;01:22:00;1,37;00:15:00;0,25;36;28;13.370;13,37;2;2,117;0,371
23/05/2021;mai;23;dom;2;NOTURNO;32049;06:50:00;6,83;00:30:00;0,5;00:11:00;0,18;42;16;10.120;10,12;1;1,481;0,241
23/05/2021;mai;23;dom;6;NOTURNO;33048;05:59:00;5,98;00:37:00;0,62;00:11:00;0,18;39;18;11.220;11,22;1;1,875;0,288
23/05/2021;mai;23;dom;11;NOTURNO;31912;05:50:00;5,83;00:55:00;0,92;00:25:00;0,42;38;21;11.680;11,68;2;2,002;0,307
23/05/2021;mai;23;dom;21;NOTURNO;32051;06:45:00;6,75;00:24:00;0,4;00:10:00;0,17;46;13;8.790;8,79;1;1,302;0,191
25/05/2021;mai;25;ter;9;DIURNO;33048;08:10:00;8,17;01:25:00;1,42;00:20:00;0,33;29;42;21.160;21,16;2;2,591;0,73
25/05/2021;mai;25;ter;13;DIURNO;32049;07:38:00;7,63;02:03:00;2,05;00:19:00;0,32;39;56;17.180;17,18;2;2,251;0,441
25/05/2021;mai;25;ter;14;DIURNO;31933;06:35:00;6,58;01:55:00;1,92;00:30:00;0,5;39;64;14.370;14,37;2;2,183;0,368
25/05/2021;mai;25;ter;16;DIURNO;31912;07:19:00;7,32;02:15:00;2,25;00:27:00;0,45;30;52;19.070;19,07;2;2,606;0,636
25/05/2021;mai;25;ter;18;DIURNO;32048;05:17:00;5,28;02:02:00;2,03;00:19:00;0,32;55;85;12.400;12,4;2;2,347;0,225
25/05/2021;mai;25;ter;20;DIURNO;32050;08:40:00;8,67;01:55:00;1,92;00:20:00;0,33;40;50;15.250;15,25;2;1,76;0,381
25/05/2021;mai;25;ter;3;NOTURNO;31933;06:26:00;6,43;00:59:00;0,98;00:17:00;0,28;42;23;18.600;18,6;2;2,891;0,443
25/05/2021;mai;25;ter;4;NOTURNO;32048;06:20:00;6,33;01:10:00;1,17;00:18:00;0,3;48;33;14.200;14,2;2;2,242;0,296
25/05/2021;mai;25;ter;5;NOTURNO;33049;06:09:00;6,15;01:17:00;1,28;00:25:00;0,42;32;42;15.780;15,78;2;2,566;0,493
25/05/2021;mai;25;ter;7;NOTURNO;31912;06:20:00;6,33;01:30:00;1,5;00:25:00;0,42;34;43;16.900;16,9;2;2,668;0,497
25/05/2021;mai;25;ter;21;NOTURNO;33049;06:31:00;6,52;01:00:00;1;00:19:00;0,32;46;27;17.200;17,2;2;2,639;0,374
26/05/2021;mai;26;qua;10;DIURNO;33048;07:50:00;7,83;01:20:00;1,33;00:25:00;0,42;39;27;21.990;21,99;2;2,807;0,564
26/05/2021;mai;26;qua;8;DIURNO;31912;07:53:00;7,88;01:26:00;1,43;00:33:00;0,55;33;43;18.860;18,86;2;2,392;0,572
26/05/2021;mai;26;qua;12;DIURNO;32049;06:54:00;6,9;02:38:00;2,63;00:42:00;0,7;32;75;20.360;20,36;3;2,951;0,636
26/05/2021;mai;26;qua;15;DIURNO;31933;08:45:00;8,75;01:19:00;1,32;00:31:00;0,52;40;28;23.110;23,11;3;2,641;0,578
26/05/2021;mai;26;qua;17;DIURNO;33049;09:15:00;9,25;00:45:00;0,75;00:30:00;0,5;55;15;25.240;25,24;3;2,729;0,459
26/05/2021;mai;26;qua;19;DIURNO;32048;05:54:00;5,9;01:04:00;1,07;00:18:00;0,3;52;36;15.740;15,74;2;2,668;0,303
26/05/2021;mai;26;qua;1;NOTURNO;32048;02:40:00;2,67;00:41:00;0,68;00:07:00;0,12;11;17;8.250;8,25;1;3,094;0,75
26/05/2021;mai;26;qua;1;NOTURNO;31933;03:38:00;3,63;00:35:00;0,58;00:08:00;0,13;23;16;9.140;9,14;1;2,516;0,397
26/05/2021;mai;26;qua;2;NOTURNO;32049;06:12:00;6,2;01:19:00;1,32;00:32:00;0,53;41;31;15.240;15,24;2;2,458;0,372
26/05/2021;mai;26;qua;6;NOTURNO;33048;06:52:00;6,87;01:15:00;1,25;00:28:00;0,47;41;37;16.040;16,04;2;2,336;0,391
26/05/2021;mai;26;qua;11;NOTURNO;31912;06:50:00;6,83;01:05:00;1,08;00:25:00;0,42;37;23;17.400;17,4;2;2,546;0,47
26/05/2021;mai;26;qua;21;NOTURNO;32050;05:56:00;5,93;00:55:00;0,92;00:20:00;0,33;44;28;10.200;10,2;2;1,719;0,232
27/05/2021;mai;27;qui;9;DIURNO;33048;05:40:00;5,67;00:50:00;0,83;00:10:00;0,17;32;18;11.420;11,42;1;2,015;0,357
27/05/2021;mai;27;qui;13;DIURNO;32049;04:20:00;4,33;01:13:00;1,22;00:12:00;0,2;38;39;8.580;8,58;1;1,98;0,226
27/05/2021;mai;27;qui;14;DIURNO;31933;04:45:00;4,75;01:00:00;1;00:20:00;0,33;34;39;8.580;8,58;1;1,806;0,252
27/05/2021;mai;27;qui;16;DIURNO;31912;05:38:00;5,63;01:01:00;1,02;00:16:00;0,27;31;27;10.960;10,96;1;1,946;0,354
27/05/2021;mai;27;qui;18;DIURNO;32048;04:12:00;4,2;01:07:00;1,12;00:41:00;0,68;56;49;7.600;7,6;1;1,81;0,136
27/05/2021;mai;27;qui;20;DIURNO;33049;05:10:00;5,17;01:40:00;1,67;00:25:00;0,42;41;52;11.030;11,03;2;2,135;0,269
27/05/2021;mai;27;qui;3;NOTURNO;31933;06:19:00;6,32;01:02:00;1,03;00:18:00;0,3;48;19;13.460;13,46;2;2,131;0,28
27/05/2021;mai;27;qui;4;NOTURNO;32049;04:52:00;4,87;01:58:00;1,97;00:01:00;0,02;47;15;9.620;9,62;1;1,977;0,205
27/05/2021;mai;27;qui;5;NOTURNO;33048;05:00:00;5;00:49:00;0,82;00:10:00;0,17;32;23;9.320;9,32;1;1,864;0,291
27/05/2021;mai;27;qui;7;NOTURNO;31912;05:15:00;5,25;00:30:00;0,5;00:35:00;0,58;35;25;10.930;10,93;1;2,082;0,312
27/05/2021;mai;27;qui;21;NOTURNO;33049;06:02:00;6,03;00:35:00;0,58;00:09:00;0,15;46;14;9.980;9,98;1;1,654;0,217
28/05/2021;mai;28;sex;8;DIURNO;31912;05:01:00;5,02;00:51:00;0,85;00:13:00;0,22;30;23;10.840;10,84;1;2,161;0,361
28/05/2021;mai;28;sex;10;DIURNO;33048;05:50:00;5,83;01:00:00;1;00:10:00;0,17;37;16;11.260;11,26;1;1,93;0,304
28/05/2021;mai;28;sex;12;DIURNO;32049;05:22:00;5,37;01:34:00;1,57;00:51:00;0,85;33;57;12.670;12,67;2;2,361;0,384
28/05/2021;mai;28;sex;15;DIURNO;31933;05:32:00;5,53;00:50:00;0,83;00:24:00;0,4;37;18;11.820;11,82;2;2,136;0,319
28/05/2021;mai;28;sex;17;DIURNO;33049;06:25:00;6,42;00:35:00;0,58;00:25:00;0,42;54;14;14.920;14,92;2;2,325;0,276
28/05/2021;mai;28;sex;19;DIURNO;32048;04:32:00;4,53;00:42:00;0,7;00:10:00;0,17;47;127;8.680;8,68;1;1,915;0,185
28/05/2021;mai;28;sex;1;NOTURNO;31933;05:29:00;5,48;00:58:00;0,97;00:18:00;0,3;35;30;12.260;12,26;2;2,236;0,35
28/05/2021;mai;28;sex;2;NOTURNO;32049;05:40:00;5,67;01:22:00;1,37;00:19:00;0,32;39;31;10.330;10,33;2;1,823;0,265
28/05/2021;mai;28;sex;6;NOTURNO;33048;06:03:00;6,05;00:43:00;0,72;00:16:00;0,27;40;18;9.830;9,83;1;1,625;0,246
28/05/2021;mai;28;sex;11;NOTURNO;32050;04:20:00;4,33;01:00:00;1;00:30:00;0,5;37;21;10.770;10,77;2;2,485;0,291
28/05/2021;mai;28;sex;21;NOTURNO;33049;06:12:00;6,2;00:31:00;0,52;00:11:00;0,18;46;14;11.000;11;1;1,774;0,239
29/05/2021;mai;29;sáb;9;DIURNO;33048;05:20:00;5,33;00:50:00;0,83;00:10:00;0,17;32;18;12.170;12,17;1;2,282;0,38
29/05/2021;mai;29;sáb;13;DIURNO;32049;04:55:00;4,92;01:45:00;1,75;00:26:00;0,43;41;55;12.190;12,19;2;2,479;0,297
29/05/2021;mai;29;sáb;14;DIURNO;31933;05:00:00;5;01:00:00;1;00:10:00;0,17;35;38;9.380;9,38;1;1,876;0,268
29/05/2021;mai;29;sáb;16;DIURNO;31912;05:46:00;5,77;01:59:00;1,98;00:18:00;0,3;29;60;12.910;12,91;2;2,239;0,445
29/05/2021;mai;29;sáb;18;DIURNO;32048;04:42:00;4,7;02:27:00;2,45;00:25:00;0,42;57;105;10.000;10;2;2,128;0,175
29/05/2021;mai;29;sáb;20;DIURNO;33049;05:50:00;5,83;01:47:00;1,78;00:18:00;0,3;41;52;13.070;13,07;2;2,241;0,319
29/05/2021;mai;29;sáb;3;NOTURNO;31933;05:54:00;5,9;00:58:00;0,97;00:16:00;0,27;46;20;14.150;14,15;2;2,398;0,308
29/05/2021;mai;29;sáb;4;NOTURNO;32049;06:29:00;6,48;01:10:00;1,17;00:15:00;0,25;45;33;10.840;10,84;2;1,672;0,241
29/05/2021;mai;29;sáb;5;NOTURNO;33048;05:52:00;5,87;00:57:00;0,95;00:10:00;0,17;33;22;11.830;11,83;1;2,016;0,358
29/05/2021;mai;29;sáb;7;NOTURNO;32048;04:55:00;4,92;01:22:00;1,37;00:23:00;0,38;36;43;12.580;12,58;2;2,559;0,349
29/05/2021;mai;29;sáb;21;NOTURNO;33049;06:25:00;6,42;00:42:00;0,7;00:21:00;0,35;46;14;10.690;10,69;1;1,666;0,232
30/05/2021;mai;30;dom;8;DIURNO;31912;06:12:00;6,2;01:19:00;1,32;00:27:00;0,45;31;42;12.940;12,94;2;2,087;0,417
30/05/2021;mai;30;dom;10;DIURNO;33048;06:10:00;6,17;00:40:00;0,67;00:15:00;0,25;36;16;12.510;12,51;1;2,029;0,348
30/05/2021;mai;30;dom;12;DIURNO;32049;05:57:00;5,95;01:46:00;1,77;00:29:00;0,48;34;49;14.840;14,84;2;2,494;0,436
30/05/2021;mai;30;dom;15;DIURNO;31933;05:47:00;5,78;00:49:00;0,82;00:19:00;0,32;37;18;13.800;13,8;2;2,386;0,373
30/05/2021;mai;30;dom;17;DIURNO;33049;05:20:00;5,33;00:40:00;0,67;00:20:00;0,33;50;12;14.870;14,87;2;2,788;0,297
30/05/2021;mai;30;dom;19;DIURNO;32048;05:17:00;5,28;01:00:00;1;00:19:00;0,32;42;41;11.810;11,81;2;2,235;0,281
30/05/2021;mai;30;dom;1;NOTURNO;31933;05:58:00;5,97;01:19:00;1,32;00:17:00;0,28;35;29;12.880;12,88;2;2,159;0,368
30/05/2021;mai;30;dom;2;NOTURNO;32049;06:24:00;6,4;01:02:00;1,03;00:15:00;0,25;38;31;10.780;10,78;2;1,684;0,284
30/05/2021;mai;30;dom;6;NOTURNO;33048;05:17:00;5,28;00:31:00;0,52;00:12:00;0,2;40;18;11.020;11,02;1;2,086;0,276
30/05/2021;mai;30;dom;11;NOTURNO;32050;06:15:00;6,25;00:50:00;0,83;00:20:00;0,33;39;22;11.450;11,45;2;1,832;0,294
30/05/2021;mai;30;dom;21;NOTURNO;33049;05:51:00;5,85;00:41:00;0,68;00:10:00;0,17;46;17;8.390;8,39;1;1,434;0,182
01/06/2021;jun;1;ter;9;DIURNO;33048;08:50:00;8,83;01:45:00;1,75;00:20:00;0,33;31;42;21.500;21,5;2;2,434;0,694
01/06/2021;jun;1;ter;13;DIURNO;32049;06:01:00;6,02;01:48:00;1,8;00:31:00;0,52;37;59;15.870;15,87;2;2,638;0,429
01/06/2021;jun;1;ter;14;DIURNO;31933;07:25:00;7,42;02:20:00;2,33;00:30:00;0,5;39;64;14.850;14,85;2;2,002;0,381
01/06/2021;jun;1;ter;16;DIURNO;31912;08:30:00;8,5;01:55:00;1,92;00:25:00;0,42;32;52;19.130;19,13;2;2,251;0,598
01/06/2021;jun;1;ter;18;DIURNO;32048;05:07:00;5,12;01:50:00;1,83;00:27:00;0,45;55;85;11.640;11,64;2;2,275;0,212
01/06/2021;jun;1;ter;20;DIURNO;33049;06:15:00;6,25;01:40:00;1,67;00:25:00;0,42;43;50;16.270;16,27;2;2,603;0,378
01/06/2021;jun;1;ter;3;NOTURNO;31933;05:53:00;5,88;00:49:00;0,82;00:17:00;0,28;42;24;17.830;17,83;2;3,031;0,425
01/06/2021;jun;1;ter;4;NOTURNO;32049;05:48:00;5,8;02:05:00;2,08;00:23:00;0,38;48;33;14.230;14,23;2;2,453;0,296
01/06/2021;jun;1;ter;5;NOTURNO;32051;05:53:00;5,88;01:16:00;1,27;00:26:00;0,43;33;42;15.480;15,48;2;2,631;0,469
01/06/2021;jun;1;ter;7;NOTURNO;32048;05:25:00;5,42;01:45:00;1,75;00:20:00;0,33;34;43;16.490;16,49;2;3,044;0,485
01/06/2021;jun;1;ter;21;NOTURNO;33049;06:53:00;6,88;01:10:00;1,17;00:20:00;0,33;46;27;17.240;17,24;2;2,505;0,375
02/06/2021;jun;2;qua;8;DIURNO;32050;03:50:00;3,83;00:50:00;0,83;00:10:00;0,17;21;22;9.490;9,49;1;2,476;0,452
02/06/2021;jun;2;qua;8;DIURNO;31912;03:43:00;3,72;01:15:00;1,25;00:11:00;0,18;12;25;8.280;8,28;1;2,228;0,69
02/06/2021;jun;2;qua;10;DIURNO;33048;07:00:00;7;01:20:00;1,33;00:20:00;0,33;36;28;19.450;19,45;2;2,779;0,54
02/06/2021;jun;2;qua;12;DIURNO;32049;07:38:00;7,63;01:56:00;1,93;00:30:00;0,5;33;48;21.010;21,01;2;2,752;0,637
02/06/2021;jun;2;qua;15;DIURNO;31933;03:24:00;3,4;00:51:00;0,85;00:12:00;0,2;17;12;10.430;10,43;1;3,068;0,614
02/06/2021;jun;2;qua;15;DIURNO;32051;03:45:00;3,75;00:36:00;0,6;00:10:00;0,17;22;10;9.190;9,19;1;2,451;0,418
02/06/2021;jun;2;qua;17;DIURNO;33049;09:15:00;9,25;00:50:00;0,83;00:30:00;0,5;55;17;26.390;26,39;3;2,853;0,48
02/06/2021;jun;2;qua;19;DIURNO;32048;06:22:00;6,37;01:01:00;1,02;00:19:00;0,32;51;38;16.090;16,09;2;2,527;0,315
